11.02.2026         Salida dinámica de lista                                                              1


		Objeto	Denominación del objeto	Creado	Registrado	  Valor/Mon.tr.	MonT
		LCP-190055-EX	EX-Upgrade RTS, CFE#1	AA18126	10.07.2020	-10.000,00	USD

	*	Ejercicio 2019				          0,00	USD

		LCP-190055-EX	EX-Upgrade RTS, CFE#1	AA18126	10.07.2020	     10.000,00	USD

	*	Ejercicio 2020				     10.000,00	USD

		LCP-190056	CAP-Energy Conservation Chile Plant	AA18126	10.07.2020	-61.801,95	USD
		LCP-190056	CAP-Energy Conservation Chile Plant	AA73225	02.04.2019	    142.400,00	USD

	*	Ejercicio 2019				     80.598,05	USD

		LCP-190056	CAP-Energy Conservation Chile Plant	AA18126	10.07.2020	     61.801,95	USD

	*	Ejercicio 2020				     61.801,95	USD

		LCP-190056-EX	EX-Energy Conservation Chile Plant	AC02285	03.04.2019	     13.700,00	USD
		LCP-190056-EX	EX-Energy Conservation Chile Plant	AA18126	10.07.2020	-13.700,00	USD

	*	Ejercicio 2019				          0,00	USD

		LCP-190056-EX	EX-Energy Conservation Chile Plant	AA18126	10.07.2020	     13.700,00	USD

	*	Ejercicio 2020				     13.700,00	USD

		LCP-190059-EX	EX-Improve Roof and Floor Conditions Pla	AC02285	12.03.2019	     50.000,00	USD

	*	Ejercicio 2019				     50.000,00	USD

		LCP-190060-EX	EX-Electric Upgrade Cameron	AC02285	12.03.2019	     28.500,00	USD
		LCP-190060-EX	EX-Electric Upgrade Cameron	AA78712	09.09.2019	     10.000,00	USD

	*	Ejercicio 2019				     38.500,00	USD

		LCP-190065	CAP-New Gearbox for Milling Mixer #4	AA18126	10.07.2020	-19.260,38	USD
		LCP-190065	CAP-New Gearbox for Milling Mixer #4	AA73225	02.04.2019	    210.000,00	USD
		LCP-190065	CAP-New Gearbox for Milling Mixer #4	AA73225	25.11.2019	     21.000,00	USD

	*	Ejercicio 2019				    211.739,62	USD

		LCP-190065	CAP-New Gearbox for Milling Mixer #4	AA18126	10.07.2020	     19.260,38	USD

	*	Ejercicio 2020				     19.260,38	USD

		LCP-190065-EX	EX-New Gearbox for Milling Mixer #4	AC02285	03.04.2019	     10.000,00	USD
		LCP-190065-EX	EX-New Gearbox for Milling Mixer #4	AA18126	10.07.2020	-5.038,37	USD

	*	Ejercicio 2019				      4.961,63	USD

		LCP-190065-EX	EX-New Gearbox for Milling Mixer #4	AA18126	10.07.2020	      5.038,37	USD

	*	Ejercicio 2020				      5.038,37	USD

		LCP-190079-EX	EX-Mejora Sist. Ven-Extrac Cura ASRS	AC02285	06.05.2019	     63.000,00	USD

	*	Ejercicio 2019				     63.000,00	USD

		LCP-190080-EX	EX-Splice Segments Sets	AC02285	06.05.2019	     50.000,00	USD

	*	Ejercicio 2019				     50.000,00	USD

		LCP-190081-EX	EX-Mod. Prensas Mec. McNeil Molde Segmen	AC02285	06.05.2019	     80.000,00	USD

	*	Ejercicio 2019				     80.000,00	USD

		LCP-190087-EX	EX-Reparación Sistema Hidraulico FVM ASM	AC02285	07.06.2019	     75.000,00	USD

	*	Ejercicio 2019				     75.000,00	USD

		LCP-190088-EX	EX-Overhauling Mayor Prensa 403-404	AC02285	07.06.2019	     70.000,00	USD

	*	Ejercicio 2019				     70.000,00	USD

		LCP-190097-EX	EX-Protections for Return Rollers Conv	AC02285	07.06.2019	    140.000,00	USD

	*	Ejercicio 2019				    140.000,00	USD

		LCP-190101	CAP-substitute end of life tapes drivers	AA18126	14.06.2019	     70.000,00	USD

	*	Ejercicio 2019				     70.000,00	USD

		LCP-190101-01	CAP-substitute end of life tapes drivers	AC00430	14.06.2019	     70.000,00	USD

	*	Ejercicio 2019				     70.000,00	USD

		LCP-190104-01	CAP-CHILE NETWORK SEGMENTATION PHASE 1	AC00430	03.06.2019	    135.000,00	USD
		LCP-190104-01	CAP-CHILE NETWORK SEGMENTATION PHASE 1	AC00430	03.06.2019	-135.000,00	USD

	*	Ejercicio 2019				          0,00	USD

		LCP-190104-02	CAP-CHILE NETWORK SEGMENTATION PHASE 1	AA73225	03.06.2019	    135.000,00	USD

	*	Ejercicio 2019				    135.000,00	USD

		LCP-190113-EX	EX-Rele Seguridad Prensas Mecánicas	AC02285	07.06.2019	     60.000,00	USD
		LCP-190113-EX	EX-Rele Seguridad Prensas Mecánicas	AA78712	22.08.2019	-24.000,00	USD
		LCP-190113-EX	EX-Rele Seguridad Prensas Mecánicas	AA78712	22.08.2019	     24.000,00	USD

	*	Ejercicio 2019				     60.000,00	USD

		LCP-190116	CAP-Krane Car for Bladder Changes	AA18126	10.07.2020	-65.000,00	USD
		LCP-190116	CAP-Krane Car for Bladder Changes	AA73225	09.07.2019	     65.000,00	USD

	*	Ejercicio 2019				          0,00	USD

		LCP-190116	CAP-Krane Car for Bladder Changes	AA18126	10.07.2020	     65.000,00	USD
		LCP-190116	CAP-Krane Car for Bladder Changes	AA73225	14.07.2020	      2.000,00	USD
		LCP-190116	CAP-Krane Car for Bladder Changes	AA73225	28.04.2021	      4.000,00	USD

	*	Ejercicio 2020				     71.000,00	USD

		LCP-190121-EX	EX-Remodelación Centros Comunicación	AC02285	01.07.2019	     80.000,00	USD
		LCP-190121-EX	EX-Remodelación Centros Comunicación	AA78712	06.11.2019	     25.000,00	USD

	*	Ejercicio 2019				    105.000,00	USD

		LCP-190122-EX	EX-Instalación Inclinómetros TBM HF (16)	AC02285	25.07.2019	    120.000,00	USD

	*	Ejercicio 2019				    120.000,00	USD

		LCP-190124	CAP-NPT Ply Cassette Acquisition	AA18126	10.07.2020	-105.000,00	USD
		LCP-190124	CAP-NPT Ply Cassette Acquisition	AA73225	30.07.2019	    105.000,00	USD

	*	Ejercicio 2019				          0,00	USD

		LCP-190124	CAP-NPT Ply Cassette Acquisition	AA18126	10.07.2020	    105.000,00	USD

	*	Ejercicio 2020				    105.000,00	USD

		LCP-190133	CAP-Upgrade Control Press Delivery Robot	AA18126	10.07.2020	-2.629,64	USD
		LCP-190133	CAP-Upgrade Control Press Delivery Robot	AA73225	22.08.2019	    120.000,00	USD

	*	Ejercicio 2019				    117.370,36	USD

		LCP-190133	CAP-Upgrade Control Press Delivery Robot	AA18126	10.07.2020	      2.629,64	USD

	*	Ejercicio 2020				      2.629,64	USD

		LCP-190133-EX	EX-Upgrade Control Press Delivery Robot	AA78712	23.08.2019	     20.000,00	USD
		LCP-190133-EX	EX-Upgrade Control Press Delivery Robot	AA18126	10.07.2020	-1.468,52	USD

	*	Ejercicio 2019				     18.531,48	USD

		LCP-190133-EX	EX-Upgrade Control Press Delivery Robot	AA18126	10.07.2020	      1.468,52	USD

	*	Ejercicio 2020				      1.468,52	USD

		LCP-190139	CAP-OverHaul GearBox E02, Quad #1	AA18126	10.07.2020	-5.227,29	USD
		LCP-190139	CAP-OverHaul GearBox E02, Quad #1	AA73225	13.08.2019	    292.000,00	USD
		LCP-190139	CAP-OverHaul GearBox E02, Quad #1	AA73225	01.10.2019	     29.000,00	USD

	*	Ejercicio 2019				    315.772,71	USD

		LCP-190139	CAP-OverHaul GearBox E02, Quad #1	AA18126	10.07.2020	      5.227,29	USD

	*	Ejercicio 2020				      5.227,29	USD

		LCP-190139-EX	EX-OverHaul GearBox E02, Quad #1	AA78712	15.08.2019	     15.000,00	USD
		LCP-190139-EX	EX-OverHaul GearBox E02, Quad #1	AA18126	10.07.2020	-7.236,65	USD

	*	Ejercicio 2019				      7.763,35	USD

		LCP-190139-EX	EX-OverHaul GearBox E02, Quad #1	AA18126	10.07.2020	      7.236,65	USD

	*	Ejercicio 2020				      7.236,65	USD

		LCP-190145	CAP-2D Warehouse Adequacy	AA18126	10.07.2020	-11.405,47	USD
		LCP-190145	CAP-2D Warehouse Adequacy	AA73225	27.08.2019	    100.000,00	USD

	*	Ejercicio 2019				     88.594,53	USD

		LCP-190145	CAP-2D Warehouse Adequacy	AA18126	10.07.2020	     11.405,47	USD

	*	Ejercicio 2020				     11.405,47	USD

		LCP-190145-EX	EX-2D Warehouse Adequacy	AA78712	03.09.2019	     20.000,00	USD
		LCP-190145-EX	EX-2D Warehouse Adequacy	AA18126	10.07.2020	-20.000,00	USD

	*	Ejercicio 2019				          0,00	USD

		LCP-190145-EX	EX-2D Warehouse Adequacy	AA18126	10.07.2020	     20.000,00	USD

	*	Ejercicio 2020				     20.000,00	USD

		LCP-190147	CHI-IT infrastructure lifecycle # Plant	AA18126	10.07.2020	-40.279,30	USD
		LCP-190147	CHI-IT infrastructure lifecycle # Plant	AA18126	24.07.2019	    480.000,00	USD

	*	Ejercicio 2019				    439.720,70	USD

		LCP-190147	CHI-IT infrastructure lifecycle # Plant	AA18126	10.07.2020	     40.279,30	USD

	*	Ejercicio 2020				     40.279,30	USD

		LCP-190147-01	CAP-CHI-IT infrastructure lifecycle # Pl	AC00430	24.07.2019	    480.000,00	USD
		LCP-190147-01	CAP-CHI-IT infrastructure lifecycle # Pl	AA18126	10.07.2020	-40.279,30	USD

	*	Ejercicio 2019				    439.720,70	USD

		LCP-190147-01	CAP-CHI-IT infrastructure lifecycle # Pl	AA18126	10.07.2020	     40.279,30	USD

	*	Ejercicio 2020				     40.279,30	USD

		LCP-190153	CAP-DOR Nazar	AA18126	10.07.2020	-114.400,00	USD
		LCP-190153	CAP-DOR Nazar	AA18126	18.11.2019	    114.400,00	USD
		LCP-190153	CAP-DOR Nazar	AA18126	21.12.2020	     12.000,00	USD
		LCP-190153	CAP-DOR Nazar	AA18126	14.01.2021	     10.000,00	USD
		LCP-190153	CAP-DOR Nazar	AA18126	14.01.2021	-10.000,00	USD
		LCP-190153	CAP-DOR Nazar	AA18126	14.01.2021	-12.000,00	USD

	*	Ejercicio 2019				          0,00	USD

		LCP-190153	CAP-DOR Nazar	AA18126	10.07.2020	    114.400,00	USD
		LCP-190153	CAP-DOR Nazar	AA18126	03.08.2021	-114.400,00	USD
		LCP-190153	CAP-DOR Nazar	AA18126	17.12.2020	     12.000,00	USD
		LCP-190153	CAP-DOR Nazar	AA18126	21.12.2020	-12.000,00	USD

	*	Ejercicio 2020				          0,00	USD

		LCP-190153	CAP-DOR Nazar	AA18126	03.08.2021	    114.400,00	USD

	*	Ejercicio 2021				    114.400,00	USD

		LCP-190153-01	CAP-DOR Nazar	AA18126	18.11.2019	     80.000,00	USD
		LCP-190153-01	CAP-DOR Nazar	AA18126	18.11.2019	     34.400,00	USD
		LCP-190153-01	CAP-DOR Nazar	AA18126	10.07.2020	-114.400,00	USD
		LCP-190153-01	CAP-DOR Nazar	AA18126	21.12.2020	     10.000,00	USD
		LCP-190153-01	CAP-DOR Nazar	AA18126	21.12.2020	-10.000,00	USD
		LCP-190153-01	CAP-DOR Nazar	AA18126	21.12.2020	     12.000,00	USD
		LCP-190153-01	CAP-DOR Nazar	AA18126	14.01.2021	-12.000,00	USD

	*	Ejercicio 2019				          0,00	USD

		LCP-190153-01	CAP-DOR Nazar	AA18126	10.07.2020	    114.400,00	USD
		LCP-190153-01	CAP-DOR Nazar	AA18126	03.08.2021	-114.400,00	USD

	*	Ejercicio 2020				          0,00	USD

		LCP-190153-01	CAP-DOR Nazar	AA18126	03.08.2021	    114.400,00	USD

	*	Ejercicio 2021				    114.400,00	USD

		LCP-190155	CAP-Inclined Conveyors Conversion	AA73225	12.08.2019	    135.000,00	USD

	*	Ejercicio 2019				    135.000,00	USD

		LCP-190155-EX	EX-Inclined Conveyors Conversion	AA78712	13.08.2019	     15.000,00	USD

	*	Ejercicio 2019				     15.000,00	USD

		LCP-190156-EX	EX-Replacement ergonomic wheels NPT	AA78712	05.08.2019	    192.000,00	USD

	*	Ejercicio 2019				    192.000,00	USD

		LCP-190163	CAP-Upgrade Control Press Delivery Rob	AA18126	10.07.2020	-44.163,25	USD
		LCP-190163	CAP-Upgrade Control Press Delivery Rob	AA73225	29.10.2019	     90.000,00	USD

	*	Ejercicio 2019				     45.836,75	USD

		LCP-190163	CAP-Upgrade Control Press Delivery Rob	AA18126	10.07.2020	     44.163,25	USD

	*	Ejercicio 2020				     44.163,25	USD

		LCP-190163-EX	EX-Upgrade Control Press Delivery Rob	AA78712	05.11.2019	     10.000,00	USD
		LCP-190163-EX	EX-Upgrade Control Press Delivery Rob	AA18126	10.07.2020	-3.983,10	USD

	*	Ejercicio 2019				      6.016,90	USD

		LCP-190163-EX	EX-Upgrade Control Press Delivery Rob	AA18126	10.07.2020	      3.983,10	USD

	*	Ejercicio 2020				      3.983,10	USD

		LCP-190171	CAP-RTS Scanner System for Die Shop	AA73225	22.08.2019	    100.000,00	USD

	*	Ejercicio 2019				    100.000,00	USD

		LCP-190175	CAP-Perfect Laser Limpieza Moldes	AA73225	25.09.2019	     95.000,00	USD

	*	Ejercicio 2019				     95.000,00	USD

		LCP-190176	CAP-Improvements in 2 Beadwinder	AA73225	16.09.2019	     84.000,00	USD

	*	Ejercicio 2019				     84.000,00	USD

		LCP-190176-01	CAP-Improvements in 2 Beadwinder	AA78712	23.09.2019	     84.000,00	USD

	*	Ejercicio 2019				     84.000,00	USD

		LCP-190181	CAP- Adequation 42" McNeil Presses	AA18126	10.07.2020	-128.669,85	USD
		LCP-190181	CAP- Adequation 42" McNeil Presses	AA73225	25.09.2019	    135.000,00	USD

	*	Ejercicio 2019				      6.330,15	USD

		LCP-190181	CAP- Adequation 42" McNeil Presses	AA18126	10.07.2020	    128.669,85	USD

	*	Ejercicio 2020				    128.669,85	USD

		LCP-190181-01	CAP-Adequation 42" McNeill Presses	AA78712	25.09.2019	    135.000,00	USD
		LCP-190181-01	CAP-Adequation 42" McNeill Presses	AA18126	10.07.2020	-128.669,85	USD

	*	Ejercicio 2019				      6.330,15	USD

		LCP-190181-01	CAP-Adequation 42" McNeill Presses	AA18126	10.07.2020	    128.669,85	USD

	*	Ejercicio 2020				    128.669,85	USD

		LCP-190196	CAP-Equipments and Adequacy Wrangler	AA18126	10.07.2020	-703.500,60	USD
		LCP-190196	CAP-Equipments and Adequacy Wrangler	AA73225	07.11.2019	    817.000,00	USD

	*	Ejercicio 2019				    113.499,40	USD

		LCP-190196	CAP-Equipments and Adequacy Wrangler	AA18126	10.07.2020	    703.500,60	USD
		LCP-190196	CAP-Equipments and Adequacy Wrangler	AA73225	17.12.2020	     40.000,00	USD

	*	Ejercicio 2020				    743.500,60	USD

		LCP-190196-EX	EXP-Equipments and Adequacy Wrangler	AA78712	08.11.2019	     82.000,00	USD
		LCP-190196-EX	EXP-Equipments and Adequacy Wrangler	AA18126	10.07.2020	-81.755,92	USD
		LCP-190196-EX	EXP-Equipments and Adequacy Wrangler	AA78712	24.12.2020	        500,00	USD

	*	Ejercicio 2019				        744,08	USD

		LCP-190196-EX	EXP-Equipments and Adequacy Wrangler	AA18126	10.07.2020	     81.755,92	USD

	*	Ejercicio 2020				     81.755,92	USD

		LCP-190209	CAP-Racks Acquisition to Store Tire	AA18126	10.07.2020	-297.000,00	USD
		LCP-190209	CAP-Racks Acquisition to Store Tire	AA18126	20.11.2019	    297.000,00	USD

	*	Ejercicio 2019				          0,00	USD

		LCP-190209	CAP-Racks Acquisition to Store Tire	AA18126	10.07.2020	    297.000,00	USD

	*	Ejercicio 2020				    297.000,00	USD

		LCP-190211	CAP-Safety Open Items Curing	AA18126	10.07.2020	-139.320,35	USD
		LCP-190211	CAP-Safety Open Items Curing	AA73225	04.11.2019	    230.000,00	USD

	*	Ejercicio 2019				     90.679,65	USD

		LCP-190211	CAP-Safety Open Items Curing	AA18126	10.07.2020	    139.320,35	USD
		LCP-190211	CAP-Safety Open Items Curing	AA73225	21.04.2021	        530,00	USD

	*	Ejercicio 2020				    139.850,35	USD

		LCP-190214	CAP-Inclined Conveyor Converssion	AA73225	11.11.2019	    120.000,00	USD

	*	Ejercicio 2019				    120.000,00	USD

		LCP-190214-EX	EX-Inclined Conveyor Converssion	AA78712	12.11.2019	     15.000,00	USD

	*	Ejercicio 2019				     15.000,00	USD

		LCP-190217	CAP-New Centrifugal Compressor	AA18126	10.07.2020	-230.906,51	USD
		LCP-190217	CAP-New Centrifugal Compressor	AA73225	07.11.2019	    450.000,00	USD

	*	Ejercicio 2019				    219.093,49	USD

		LCP-190217	CAP-New Centrifugal Compressor	AA18126	10.07.2020	    230.906,51	USD
		LCP-190217	CAP-New Centrifugal Compressor	AA73225	08.10.2020	     42.000,00	USD

	*	Ejercicio 2020				    272.906,51	USD

		LCP-190217-EX	EX-New Centrifugal Compressor	AA78712	08.11.2019	     20.000,00	USD
		LCP-190217-EX	EX-New Centrifugal Compressor	AA18126	10.07.2020	-19.146,24	USD

	*	Ejercicio 2019				        853,76	USD

		LCP-190217-EX	EX-New Centrifugal Compressor	AA18126	10.07.2020	     19.146,24	USD
		LCP-190217-EX	EX-New Centrifugal Compressor	AA78712	09.10.2020	     20.000,00	USD

	*	Ejercicio 2020				     39.146,24	USD

		LCP-190218	CAP-Software Improvement In Comp Prep	AA18126	10.07.2020	-99.824,93	USD
		LCP-190218	CAP-Software Improvement In Comp Prep	AA73225	02.12.2019	    100.000,00	USD

	*	Ejercicio 2019				        175,07	USD

		LCP-190218	CAP-Software Improvement In Comp Prep	AA18126	10.07.2020	     99.824,93	USD

	*	Ejercicio 2020				     99.824,93	USD

		LCP-190219	CAP-Vertical storage Sidewall cassette	AA18126	10.07.2020	-176.425,00	USD
		LCP-190219	CAP-Vertical storage Sidewall cassette	AA73225	04.11.2019	    210.000,00	USD

	*	Ejercicio 2019				     33.575,00	USD

		LCP-190219	CAP-Vertical storage Sidewall cassette	AA18126	10.07.2020	    176.425,00	USD

	*	Ejercicio 2020				    176.425,00	USD

		LCP-190219-EX	EX-Vertical storage Sidewall cassette	AA78712	05.11.2019	     15.000,00	USD
		LCP-190219-EX	EX-Vertical storage Sidewall cassette	AA18126	10.07.2020	-15.000,00	USD

	*	Ejercicio 2019				          0,00	USD

		LCP-190219-EX	EX-Vertical storage Sidewall cassette	AA18126	10.07.2020	     15.000,00	USD

	*	Ejercicio 2020				     15.000,00	USD

		LCP-190220	Life Lines in Presses	AA18126	10.07.2020	-350.000,00	USD
		LCP-190220	Life Lines in Presses	AA73225	07.11.2019	    350.000,00	USD

	*	Ejercicio 2019				          0,00	USD

		LCP-190220	Life Lines in Presses	AA18126	10.07.2020	    350.000,00	USD

	*	Ejercicio 2020				    350.000,00	USD

		LCP-190221	CAP-OOEE automatic  - Extrusion	AA18126	10.07.2020	-96.782,40	USD
		LCP-190221	CAP-OOEE automatic  - Extrusion	AA73225	07.11.2019	     99.000,00	USD

	*	Ejercicio 2019				      2.217,60	USD

		LCP-190221	CAP-OOEE automatic  - Extrusion	AA18126	10.07.2020	     96.782,40	USD

	*	Ejercicio 2020				     96.782,40	USD

		LCP-190222	CAP-Upgrade Yxlon X Ray Machine	AA18126	10.07.2020	-137.000,00	USD
		LCP-190222	CAP-Upgrade Yxlon X Ray Machine	AA73225	29.10.2019	    137.000,00	USD

	*	Ejercicio 2019				          0,00	USD

		LCP-190222	CAP-Upgrade Yxlon X Ray Machine	AA18126	10.07.2020	    137.000,00	USD

	*	Ejercicio 2020				    137.000,00	USD

		LCP-190222-EX	EX-Upgrade Yxlon X Ray Machine	AA78712	04.11.2019	     15.000,00	USD
		LCP-190222-EX	EX-Upgrade Yxlon X Ray Machine	AA18126	10.07.2020	-15.000,00	USD

	*	Ejercicio 2019				          0,00	USD

		LCP-190222-EX	EX-Upgrade Yxlon X Ray Machine	AA18126	10.07.2020	     15.000,00	USD

	*	Ejercicio 2020				     15.000,00	USD

		LCP-190222-EX	EX-Upgrade Yxlon X Ray Machine	AA18610	10.03.2022	        100,00	USD

	*	Ejercicio 2022				        100,00	USD

		LCP-190224	CAP-A/C Units Installation Trenches	AA18126	10.07.2020	-39.890,67	USD
		LCP-190224	CAP-A/C Units Installation Trenches	AA73225	29.10.2019	     70.000,00	USD

	*	Ejercicio 2019				     30.109,33	USD

		LCP-190224	CAP-A/C Units Installation Trenches	AA18126	10.07.2020	     39.890,67	USD
		LCP-190224	CAP-A/C Units Installation Trenches	AA73225	15.07.2020	     50.000,00	USD
		LCP-190224	CAP-A/C Units Installation Trenches	AA73225	09.03.2021	     75.000,00	USD

	*	Ejercicio 2020				    164.890,67	USD

		LCP-190224-EX	EX-A/C Units Installation Trenches	AA18610	07.09.2021	     50.000,00	USD

	*	Ejercicio 2021				     50.000,00	USD

		LCP-190226	CAP-Industrial Manipulators for Laminat	AA18126	10.07.2020	-60.000,00	USD
		LCP-190226	CAP-Industrial Manipulators for Laminat	AA73225	11.11.2019	     60.000,00	USD

	*	Ejercicio 2019				          0,00	USD

		LCP-190226	CAP-Industrial Manipulators for Laminat	AA18126	10.07.2020	     60.000,00	USD

	*	Ejercicio 2020				     60.000,00	USD

		LCP-190240	CAP-Green Tire Supermarket	AA18126	10.07.2020	-106.107,74	USD
		LCP-190240	CAP-Green Tire Supermarket	AA73225	02.12.2019	    135.000,00	USD

	*	Ejercicio 2019				     28.892,26	USD

		LCP-190240	CAP-Green Tire Supermarket	AA18126	10.07.2020	    106.107,74	USD
		LCP-190240	CAP-Green Tire Supermarket	AA73225	03.05.2021	      7.000,00	USD

	*	Ejercicio 2020				    113.107,74	USD

		LCP-190241	CAP-Upgrade Control TBM HF (4)	AA18126	10.07.2020	-28.036,27	USD
		LCP-190241	CAP-Upgrade Control TBM HF (4)	AA73225	13.11.2019	    320.000,00	USD

	*	Ejercicio 2019				    291.963,73	USD

		LCP-190241	CAP-Upgrade Control TBM HF (4)	AA18126	10.07.2020	     28.036,27	USD

	*	Ejercicio 2020				     28.036,27	USD

		LCP-190242	CAP-Redundant System Upgrade T100 - 400	AA18126	10.07.2020	-5.684,54	USD
		LCP-190242	CAP-Redundant System Upgrade T100 - 400	AA18126	19.11.2019	     52.000,00	USD

	*	Ejercicio 2019				     46.315,46	USD

		LCP-190242	CAP-Redundant System Upgrade T100 - 400	AA18126	10.07.2020	      5.684,54	USD

	*	Ejercicio 2020				      5.684,54	USD

		LCP-190243	CAP-Replace two Water Discharges Lines	AA18126	10.07.2020	-37.855,94	USD
		LCP-190243	CAP-Replace two Water Discharges Lines	AA73225	02.12.2019	     62.000,00	USD

	*	Ejercicio 2019				     24.144,06	USD

		LCP-190243	CAP-Replace two Water Discharges Lines	AA18126	10.07.2020	     37.855,94	USD

	*	Ejercicio 2020				     37.855,94	USD

		LCP-190248	CAP-LED lighting improve curing area	AA18126	10.07.2020	-267,88	USD
		LCP-190248	CAP-LED lighting improve curing area	AA73225	02.12.2019	     88.000,00	USD

	*	Ejercicio 2019				     87.732,12	USD

		LCP-190248	CAP-LED lighting improve curing area	AA18126	10.07.2020	        267,88	USD

	*	Ejercicio 2020				        267,88	USD

		LCP-190248-EX	EX-LED lighting improve curing area	AA78712	02.12.2019	     15.000,00	USD
		LCP-190248-EX	EX-LED lighting improve curing area	AA18126	10.07.2020	-3.013,87	USD

	*	Ejercicio 2019				     11.986,13	USD

		LCP-190248-EX	EX-LED lighting improve curing area	AA18126	10.07.2020	      3.013,87	USD

	*	Ejercicio 2020				      3.013,87	USD

		LCP-190249-EX	EX-High voltage switch and Transformer	AA78712	25.11.2019	     20.000,00	USD

	*	Ejercicio 2019				     20.000,00	USD

		LCP-190250	CAP-New Rheometer	AA18126	27.11.2019	    135.000,00	USD

	*	Ejercicio 2019				    135.000,00	USD

		LCP-200004	CAP-Chile 2020 Annual Misc Capital	AA73225	22.01.2020	    450.000,00	USD

	*	Ejercicio 2020				    450.000,00	USD

		LCP-200004-01	CAP-Water Line for Nitrogen Compressor	AA78712	20.03.2020	     50.000,00	USD
		LCP-200004-01	CAP-Water Line for Nitrogen Compressor	AA78712	10.08.2020	-50.000,00	USD

	*	Ejercicio 2020				          0,00	USD

		LCP-200004-02	CAP- Ergonomic Improvement	AA78712	20.03.2020	     25.000,00	USD

	*	Ejercicio 2020				     25.000,00	USD

		LCP-200004-03	CAP-Bypass Overhead Conveyors Tire Build	AA78712	20.03.2020	     50.000,00	USD
		LCP-200004-03	CAP-Bypass Overhead Conveyors Tire Build	AA78712	26.06.2020	-25.000,00	USD
		LCP-200004-03	CAP-Bypass Overhead Conveyors Tire Build	AA78712	08.09.2020	-25.000,00	USD

	*	Ejercicio 2020				          0,00	USD

		LCP-200004-04	CAP-Scale and Reader Installation FF	AA78712	20.03.2020	     50.000,00	USD
		LCP-200004-04	CAP-Scale and Reader Installation FF	AA78712	24.11.2020	-7.000,00	USD
		LCP-200004-04	CAP-Scale and Reader Installation FF	AA78712	30.12.2020	      3.600,00	USD

	*	Ejercicio 2020				     46.600,00	USD

		LCP-200004-05	CAP-Environmental measurement system	AA78712	20.03.2020	     50.000,00	USD

	*	Ejercicio 2020				     50.000,00	USD
